lm0_x,lm0_y,lm0_z,lm1_x,lm1_y,lm1_z,lm2_x,lm2_y,lm2_z,lm3_x,lm3_y,lm3_z,lm4_x,lm4_y,lm4_z,lm5_x,lm5_y,lm5_z,lm6_x,lm6_y,lm6_z,lm7_x,lm7_y,lm7_z,lm8_x,lm8_y,lm8_z,lm9_x,lm9_y,lm9_z,lm10_x,lm10_y,lm10_z,lm11_x,lm11_y,lm11_z,lm12_x,lm12_y,lm12_z,lm13_x,lm13_y,lm13_z,lm14_x,lm14_y,lm14_z,lm15_x,lm15_y,lm15_z,lm16_x,lm16_y,lm16_z,lm17_x,lm17_y,lm17_z,lm18_x,lm18_y,lm18_z,lm19_x,lm19_y,lm19_z,lm20_x,lm20_y,lm20_z,label
0.7383000254631042,0.762642502784729,6.472961899817165e-08,0.6711834669113159,0.7119624614715576,-0.009556520730257034,0.6178638339042664,0.6379178166389465,-0.02292611636221409,0.5766255855560303,0.6016635894775391,-0.040283866226673126,0.5395629405975342,0.5689969658851624,-0.05765477940440178,0.6378092169761658,0.470078706741333,-0.007718063425272703,0.5893347859382629,0.41314756870269775,-0.04882737621665001,0.5631598234176636,0.4712240397930145,-0.08405377715826035,0.5545093417167664,0.5345898270606995,-0.10300808399915695,0.6637890338897705,0.44878172874450684,-0.022248493507504463,0.6326016783714294,0.3163599967956543,-0.047561343759298325,0.6070751547813416,0.23068654537200928,-0.07072245329618454,0.5856780409812927,0.15400776267051697,-0.08741721510887146,0.694941520690918,0.4663240909576416,-0.04194939136505127,0.6823008060455322,0.3355062007904053,-0.06722638756036758,0.6641125679016113,0.25394484400749207,-0.08605188876390457,0.643153965473175,0.18101516366004944,-0.09834915399551392,0.7269625663757324,0.5149705410003662,-0.06256335228681564,0.7322424650192261,0.4170372486114502,-0.08246707916259766,0.72663414478302,0.3481903672218323,-0.08924577385187149,0.715680718421936,0.2859417200088501,-0.0934009924530983,ok
0.7362239360809326,0.7696696519851685,7.345332164732099e-08,0.6699679493904114,0.7205854058265686,-0.009338698349893093,0.6168109774589539,0.6478621363639832,-0.022854603826999664,0.5756483674049377,0.6134106516838074,-0.04030255228281021,0.5384941101074219,0.5822287201881409,-0.057820484042167664,0.6357214450836182,0.479830265045166,-0.008794484660029411,0.5871852040290833,0.422371506690979,-0.050283852964639664,0.5614978075027466,0.48092421889305115,-0.08560377359390259,0.5529875755310059,0.5449678301811218,-0.1044820249080658,0.6619395017623901,0.45754432678222656,-0.023410288617014885,0.6305014491081238,0.3235927224159241,-0.048794280737638474,0.6053908467292786,0.23778748512268066,-0.07200740277767181,0.5845638513565063,0.1607283651828766,-0.08873170614242554,0.6938295960426331,0.4742414653301239,-0.043014045804739,0.6806324124336243,0.343186616897583,-0.06788038462400436,0.6629116535186768,0.2627999782562256,-0.0862535908818245,0.6429110169410706,0.19063004851341248,-0.09830110520124435,0.7262647151947021,0.5229177474975586,-0.0635295882821083,0.7302842140197754,0.4245032072067261,-0.08293982595205307,0.7260493040084839,0.3546350300312042,-0.08916301280260086,0.7176868915557861,0.2903081178665161,-0.0929202288389206,ok
0.7360552549362183,0.7707563638687134,7.631430065657696e-08,0.6698388457298279,0.7204362154006958,-0.008594000712037086,0.6159749031066895,0.647109866142273,-0.02176421321928501,0.5753461718559265,0.610430121421814,-0.0388542115688324,0.5387482047080994,0.5769069194793701,-0.05591887980699539,0.6348094940185547,0.4828377068042755,-0.008700234815478325,0.5874139666557312,0.4211850166320801,-0.05035195127129555,0.5621920228004456,0.47779566049575806,-0.0852336660027504,0.5540251135826111,0.5408840775489807,-0.10341889411211014,0.6605459451675415,0.46241098642349243,-0.023371050134301186,0.6294375658035278,0.32715660333633423,-0.048676930367946625,0.6049501299858093,0.2406705617904663,-0.07083795964717865,0.5854097604751587,0.16260159015655518,-0.08649282157421112,0.6922152042388916,0.47842371463775635,-0.04301770403981209,0.6751695871353149,0.34509044885635376,-0.06776820123195648,0.6571335196495056,0.2626313865184784,-0.08548222482204437,0.6385736465454102,0.188254714012146,-0.09685096889734268,0.7251594066619873,0.5249782800674438,-0.06354065239429474,0.7263097167015076,0.4242289066314697,-0.08281958103179932,0.7229040265083313,0.3523526191711426,-0.08883447200059891,0.7170868515968323,0.2857707142829895,-0.09223635494709015,ok
0.7360658049583435,0.7679954767227173,6.680704700556817e-08,0.670077383518219,0.7190616130828857,-0.009621337056159973,0.6164547801017761,0.6452767848968506,-0.02356288954615593,0.5757158398628235,0.608212947845459,-0.04120779037475586,0.538330078125,0.5747407674789429,-0.05866768956184387,0.6347877979278564,0.4791949689388275,-0.009891940280795097,0.5877447724342346,0.41503429412841797,-0.05222822353243828,0.561851978302002,0.4744560122489929,-0.0876661092042923,0.5527591705322266,0.5386897325515747,-0.10621960461139679,0.6597824096679688,0.46009138226509094,-0.024476297199726105,0.6264607310295105,0.32668450474739075,-0.04989023879170418,0.6018033623695374,0.23976203799247742,-0.07229261100292206,0.5828118324279785,0.1598646342754364,-0.08827754855155945,0.6910228133201599,0.4770015776157379,-0.04418246075510979,0.6730273962020874,0.3430108428001404,-0.06888651847839355,0.6570926904678345,0.2561313509941101,-0.08671682327985764,0.6411339044570923,0.17734462022781372,-0.09828963130712509,0.7235292196273804,0.5242763161659241,-0.06491989642381668,0.7213611602783203,0.42417317628860474,-0.08411230146884918,0.7177189588546753,0.351639986038208,-0.08999987691640854,0.7128235101699829,0.28403058648109436,-0.09337727725505829,ok
0.7348647117614746,0.7675467133522034,7.038210725340832e-08,0.6697114706039429,0.7185306549072266,-0.010059299878776073,0.6163965463638306,0.645423173904419,-0.02443070150911808,0.5757144689559937,0.6088148355484009,-0.042389530688524246,0.5385221242904663,0.5752712488174438,-0.06013654172420502,0.6339964866638184,0.4789489209651947,-0.010779963806271553,0.5871533155441284,0.4149540066719055,-0.05368044227361679,0.5613143444061279,0.47441187500953674,-0.08947576582431793,0.5520145297050476,0.5392078757286072,-0.10819237679243088,0.6590921878814697,0.46003395318984985,-0.02520093321800232,0.6257308125495911,0.3264026641845703,-0.05115779489278793,0.6013880968093872,0.238912433385849,-0.07367505133152008,0.5825663805007935,0.158384770154953,-0.089641273021698,0.6905128359794617,0.47706401348114014,-0.04476388543844223,0.6724568605422974,0.34398525953292847,-0.0698617473244667,0.6568055152893066,0.25660932064056396,-0.08756070584058762,0.641080915927887,0.17674550414085388,-0.09892181307077408,0.7234267592430115,0.5244904160499573,-0.06539086252450943,0.7210227847099304,0.4247182011604309,-0.08475439250469208,0.717317521572113,0.3523786962032318,-0.09044858813285828,0.7124638557434082,0.28449463844299316,-0.09362123906612396,ok
0.734275758266449,0.7673216462135315,6.677469599480901e-08,0.6691699028015137,0.7182878851890564,-0.01014542393386364,0.6162687540054321,0.6455744504928589,-0.02380576729774475,0.5758669972419739,0.6100167632102966,-0.041014306247234344,0.5388200879096985,0.5781033039093018,-0.058042801916599274,0.6337166428565979,0.4791680872440338,-0.009552993811666965,0.5862974524497986,0.4162757396697998,-0.05097794160246849,0.5611098408699036,0.4756704270839691,-0.08574781566858292,0.5520053505897522,0.5402389168739319,-0.1042056679725647,0.6595169901847839,0.4583171010017395,-0.023970844224095345,0.6261724233627319,0.32618415355682373,-0.04961631819605827,0.6012353897094727,0.24080854654312134,-0.07256297767162323,0.581346869468689,0.1623271107673645,-0.08900110423564911,0.6913591623306274,0.47575515508651733,-0.04347221925854683,0.6762977242469788,0.34353893995285034,-0.06887535750865936,0.6605545878410339,0.2564332187175751,-0.08741690218448639,0.6439094543457031,0.17599371075630188,-0.09952264279127121,0.7237686514854431,0.5246481895446777,-0.06392177939414978,0.7234821915626526,0.4275573790073395,-0.08362636715173721,0.7202277183532715,0.357122540473938,-0.08964312821626663,0.7149235010147095,0.2906990647315979,-0.09324539452791214,ok
0.7352479696273804,0.769146203994751,5.323849805449754e-08,0.6691508293151855,0.719431459903717,-0.00901601742953062,0.6167333126068115,0.6445965766906738,-0.02180039882659912,0.57680344581604,0.6088622808456421,-0.03824557363986969,0.5405895709991455,0.5768293142318726,-0.05472458153963089,0.6359164714813232,0.47755739092826843,-0.008755839429795742,0.5880430936813354,0.4153730869293213,-0.04934653267264366,0.5626021027565002,0.474436491727829,-0.08346911519765854,0.5532528162002563,0.5387634634971619,-0.10163852572441101,0.6617588400840759,0.45746752619743347,-0.023733871057629585,0.6282493472099304,0.3235352635383606,-0.04931379482150078,0.602301836013794,0.2391490936279297,-0.07255419343709946,0.5811425447463989,0.16186746954917908,-0.08923168480396271,0.6930539608001709,0.4761762022972107,-0.04360252618789673,0.6788221001625061,0.3430800437927246,-0.06936871260404587,0.6631577014923096,0.25576460361480713,-0.08885199576616287,0.6464523077011108,0.17561709880828857,-0.10159159451723099,0.7241011261940002,0.5260361433029175,-0.06417723000049591,0.7243109345436096,0.4280586242675781,-0.08437288552522659,0.7212674617767334,0.3573596477508545,-0.0910942479968071,0.715860903263092,0.2909999191761017,-0.09530522674322128,ok
0.7357227802276611,0.7706561088562012,4.721038138200129e-08,0.6697133779525757,0.7183956503868103,-0.009365595877170563,0.6177082061767578,0.6433062553405762,-0.02237175777554512,0.5780503749847412,0.6068753004074097,-0.03901028260588646,0.5422059297561646,0.5722195506095886,-0.05564246326684952,0.6367276310920715,0.4751608669757843,-0.008813987486064434,0.5894474983215332,0.4116194546222687,-0.0496639683842659,0.5632053017616272,0.4707944989204407,-0.08415628969669342,0.5529688596725464,0.5353994369506836,-0.10256490111351013,0.6623450517654419,0.4563736021518707,-0.02358345314860344,0.6302672028541565,0.3222619891166687,-0.04899201914668083,0.603355884552002,0.23823651671409607,-0.07221546769142151,0.5810184478759766,0.1615736484527588,-0.08903007209300995,0.6931516528129578,0.47629180550575256,-0.043345194309949875,0.6794936656951904,0.342192679643631,-0.06900130957365036,0.6639556884765625,0.2551756501197815,-0.08833612501621246,0.6475397944450378,0.17494991421699524,-0.10105546563863754,0.723676860332489,0.5275631546974182,-0.06388790905475616,0.7240349650382996,0.42931097745895386,-0.08439583331346512,0.7209559082984924,0.35828399658203125,-0.09129403531551361,0.7158558368682861,0.29097020626068115,-0.09558242559432983,ok
0.7355808615684509,0.7729581594467163,4.7514625123312726e-08,0.6699294447898865,0.7198625802993774,-0.009541909210383892,0.6176319122314453,0.6444478034973145,-0.023058421909809113,0.5780549049377441,0.6071927547454834,-0.0402410514652729,0.542373538017273,0.5722198486328125,-0.05718506872653961,0.6368283629417419,0.476356565952301,-0.009734975174069405,0.5901864767074585,0.4085509479045868,-0.05140390619635582,0.5643719434738159,0.4684463143348694,-0.08626323938369751,0.5542050004005432,0.5345285534858704,-0.10447166115045547,0.6622233986854553,0.4595363438129425,-0.024219853803515434,0.6322405934333801,0.323702335357666,-0.04898563399910927,0.6061350703239441,0.23974046111106873,-0.07110095024108887,0.5841368436813354,0.16349831223487854,-0.08703865110874176,0.6928403377532959,0.4802531599998474,-0.04378877207636833,0.6786213517189026,0.34518569707870483,-0.06812162697315216,0.6626948118209839,0.2604714632034302,-0.08583112806081772,0.6460740566253662,0.18284323811531067,-0.09745421260595322,0.723569393157959,0.5313689112663269,-0.06433156132698059,0.7237876057624817,0.4316434860229492,-0.08336661756038666,0.7198946475982666,0.3603227138519287,-0.08912452310323715,0.7140305042266846,0.29275283217430115,-0.09251245111227036,ok
0.7340111136436462,0.7790106534957886,6.648440376011422e-08,0.669387936592102,0.7261723875999451,-0.010693928226828575,0.6185943484306335,0.6493865251541138,-0.025465013459324837,0.5791281461715698,0.6106780767440796,-0.044097110629081726,0.5432866811752319,0.5733652114868164,-0.062368739396333694,0.6373001337051392,0.48188552260398865,-0.009211402386426926,0.5932625532150269,0.41377514600753784,-0.051896680146455765,0.5658685564994812,0.47259971499443054,-0.08815361559391022,0.5537599921226501,0.5376893877983093,-0.1070319339632988,0.6623940467834473,0.4658791422843933,-0.02314944937825203,0.6354794502258301,0.3309645354747772,-0.046993087977170944,0.6105704307556152,0.24611052870750427,-0.06880604475736618,0.5900901556015015,0.17086049914360046,-0.08462393283843994,0.6925662159919739,0.4870607256889343,-0.042487531900405884,0.6779643297195435,0.35443395376205444,-0.06495937705039978,0.6619877815246582,0.27105045318603516,-0.08099767565727234,0.6453685164451599,0.1967659294605255,-0.09148754924535751,0.7225862741470337,0.5375843048095703,-0.06325303763151169,0.7201775908470154,0.437584787607193,-0.08042596280574799,0.7138881087303162,0.36641520261764526,-0.08498608320951462,0.7066004872322083,0.3004993498325348,-0.08740492910146713,ok
